,company,url,label
117,nirav modi,https://www.ndtv.com/india-news/giving-bribe-also-a-crime-parliament-passes-bill-1889065,corruption
118,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-companies-owned-by-nirav-modi-mehul-choksi-received-rs-427-crore-in-july-2014/story/272700.html,fraud
119,nirav modi,https://www.businesstoday.in/sectors/banks/pnb-fraud-companies-owned-by-nirav-modi-mehul-choksi-received-rs-427-crore-in-july-2014/story/272700.html,fraud
120,nirav modi,https://www.indiatoday.in/india/story/nirav-modi-red-corner-notice-travelled-usa-february-1492221-2019-04-02,corruption
121,nirav modi,https://www.indiatoday.in/india/story/nirav-modi-red-corner-notice-travelled-usa-february-1492221-2019-04-02,corruption
122,nirav modi,https://www.dnaindia.com/india/report-hasmukh-adhia-helped-nirav-modi-flee-take-action-subramanian-swamy-letter-to-finance-minister-arun-jaitley-2668354,corruption
123,nirav modi,https://www.dnaindia.com/india/report-hasmukh-adhia-helped-nirav-modi-flee-take-action-subramanian-swamy-letter-to-finance-minister-arun-jaitley-2668354,corruption
124,nirav modi,https://economictimes.indiatimes.com/markets/stocks/news/sebi-slaps-rs-5-crore-fine-on-mehul-choksi-dhanesh-sheth-gitanjali-gems/articleshow/74338548.cms,corruption
125,nirav modi,https://economictimes.indiatimes.com/markets/stocks/news/sebi-slaps-rs-5-crore-fine-on-mehul-choksi-dhanesh-sheth-gitanjali-gems/articleshow/74338548.cms,corruption
126,nirav modi,https://www.ft.com/content/40b719ea-91a1-11e8-9609-3d3b945e78cf,corruption
127,nirav modi,https://www.ft.com/content/40b719ea-91a1-11e8-9609-3d3b945e78cf,corruption
128,nirav modi,https://www.lexology.com/library/detail.aspx?g=faa304db-906b-4ed7-b1bb-548cb0ce3864,corruption
129,nirav modi,https://www.lexology.com/library/detail.aspx?g=faa304db-906b-4ed7-b1bb-548cb0ce3864,corruption
130,nirav modi,https://www.ndtv.com/india-news/nirav-modi-says-cant-return-to-india-over-safety-concerns-claims-case-being-politicised-1973117,corruption
131,nirav modi,https://www.ndtv.com/india-news/nirav-modi-says-cant-return-to-india-over-safety-concerns-claims-case-being-politicised-1973117,corruption
132,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/sale-of-mf-husain-work-for-rs-2-crore-in-priyanka-gandhis-it-returns-congress/articleshow/74544112.cms,corruption
133,nirav modi,https://economictimes.indiatimes.com/news/politics-and-nation/sale-of-mf-husain-work-for-rs-2-crore-in-priyanka-gandhis-it-returns-congress/articleshow/74544112.cms,corruption
134,nirav modi,https://www.businesstoday.in/sectors/banks/two-pnb-executive-directors-sacked-for-failure-to-stop-nirav-modi-fraud/story/311894.html,fraud
